Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
[BLASTED]	Ahyacinthus02284-RA	leucine-zipper-like transcriptional regulator 1	1998	10	0	74.59								
[BLASTED]	Ahyacinthus02286-RA	transmembrane protein 180-like	778	10	4.43E-159	74.31								
[BLASTED]	Ahyacinthus02288-RA	melanopsin-like	1110	10	0	71.87								
[BLASTED]	Ahyacinthus02306-RA	huntingtin-interacting protein 1-like	2343	10	0	69.72								
[BLASTED]	Ahyacinthus02292-RA	nesprin-1-like isoform X1	8198	10	0	82.67								
[BLASTED]	Ahyacinthus02293-RA	nesprin-1-like isoform X1	3417	10	0	84.2								
[BLASTED]	Ahyacinthus02294-RA	nesprin-1-like isoform X1	1227	10	0	81.33								
[BLASTED]	Ahyacinthus02295-RA	nesprin-1-like isoform X1	843	10	2.33E-175	84.54								
[BLASTED]	Ahyacinthus02296-RA	nesprin-1-like isoform X1	1212	10	0	89.05								
[BLASTED]	Ahyacinthus02297-RA	nesprin-1-like isoform X1	348	10	3.17E-64	90.05								
[BLASTED]	Ahyacinthus02298-RA	nesprin-1-like isoform X1	540	10	1.45E-115	83.52								
[BLASTED]	Ahyacinthus02299-RA	nesprin-1-like isoform X1	15453	10	0	84.02								
[BLASTED]	Ahyacinthus02300-RA	nesprin-1-like isoform X1	969	10	9.66E-154	93.76								
[BLASTED]	Ahyacinthus02301-RA	nesprin-1-like isoform X1	297	10	2.63E-60	94.55								
[BLASTED]	Ahyacinthus02302-RA	nesprin-1-like isoform X1	241	10	3.41E-32	86.87								
[BLASTED]	Ahyacinthus02305-RA	PREDICTED: uncharacterized protein LOC107332582 isoform X1	4516	10	0	65.76								
[BLASTED]	Ahyacinthus02304-RA	C-type lectin domain family 4 member K-like	800	10	5.94E-142	66.72								
[BLASTED]	Ahyacinthus02307-RA	huntingtin-interacting protein 1-like	213	10	4.19E-20	61.14								
[BLASTED]	Ahyacinthus02308-RA	uncharacterized protein LOC114952777	429	6	2.58E-25	67.04								
[BLASTED]	Ahyacinthus02309-RA	High osmolarity signaling protein SHO1	321	10	6.44E-35	70.41								
[BLASTED]	Ahyacinthus02310-RA	cation channel sperm-associated protein subunit gamma 2-like isoform X1	294	10	3.76E-59	76.16								
[BLASTED]	Ahyacinthus02311-RA	cation channel sperm-associated protein subunit gamma 2-like isoform X1	294	10	3.28E-58	75.48								
[BLASTED]	Ahyacinthus02314-RA	transmembrane protein 120B-like	4800	10	0	75.85								
[BLASTED]	Ahyacinthus02315-RA	mitochondrial fission process protein 1-like	645	10	3.58E-129	84.27								
[BLASTED]	Ahyacinthus02313-RA	Cation channel sperm-associated protein subunit gamma	324	10	3.34E-74	83.47								
[BLASTED]	Ahyacinthus02312-RA	cation channel sperm-associated protein subunit gamma 2-like isoform X1	346	10	3.77E-28	89.59								
[BLASTED]	Ahyacinthus02316-RA	uncharacterized protein LOC114952700 isoform X1	1152	10	0	78.28								
[BLASTED]	Ahyacinthus02318-RA	MORN repeat-containing protein 3-like	649	10	1.66E-135	83.36								
[BLASTED]	Ahyacinthus02317-RA	G patch domain-containing protein 3-like	1431	10	0	70.19								
[BLASTED]	Ahyacinthus02319-RA	protein orai-3-like	642	10	2.88E-129	92.09								
[BLASTED]	Ahyacinthus02320-RA	lysine-specific demethylase 2B-like isoform X1	2268	10	0	77.85								
[BLASTED]	Ahyacinthus02321-RA	predicted protein	849	6	1.05E-133	71.11								
[BLASTED]	Ahyacinthus02323-RA	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	784	10	2.17E-55	77.41								
[BLASTED]	Ahyacinthus02322-RA	carbonyl reductase family member 4-like	703	10	6.45E-128	65.54								
[BLASTED]	Ahyacinthus02326-RA	mediator of RNA polymerase II transcription subunit 23-like	3456	10	0	75.9								
[BLASTED]	Ahyacinthus02331-RA	eukaryotic translation initiation factor 5B-like isoform X4	312	6	2.23E-10	94.44								
[BLASTED]	Ahyacinthus02328-RA	mediator of RNA polymerase II transcription subunit 15-like isoform X2	681	10	9.64E-132	85.16								
[BLASTED]	Ahyacinthus02329-RA	mediator of RNA polymerase II transcription subunit 15-like	1305	10	6.67E-44	81.47								
[BLASTED]	Ahyacinthus02330-RA	RNA-binding protein Musashi homolog 2-like isoform X1	1526	10	0	88.4								
[BLASTED]	Ahyacinthus02327-RA	LYR motif-containing protein 9	228	2	1.31E-32	94.78								
[BLASTED]	Ahyacinthus02341-RA	probable tRNA (uracil-O(2)-)-methyltransferase	2301	10	0	77.32								
[BLASTED]	Ahyacinthus02332-RA	eukaryotic translation initiation factor 5B-like isoform X5	729	10	1.08E-137	69.24								
[BLASTED]	Ahyacinthus02333-RA	eukaryotic translation initiation factor 5B-like isoform X2	1533	10	0	79.92								
[BLASTED]	Ahyacinthus02334-RA	synaptonemal complex protein 2-like	1023	10	0	71.31								
[BLASTED]	Ahyacinthus02335-RA	protein KIAA0100-like	1008	10	8.23E-163	83.33								
[BLASTED]	Ahyacinthus02336-RA	protein KIAA0100-like	735	10	5.00E-132	55.56								
[BLASTED]	Ahyacinthus02337-RA	protein KIAA0100-like	1083	10	0	74.12								
[BLASTED]	Ahyacinthus02338-RA	protein KIAA0100-like	492	10	1.26E-55	50.68								
[BLASTED]	Ahyacinthus02340-RA	protein KIAA0100-like	684	10	2.16E-140	69.23								
[BLASTED]	Ahyacinthus02339-RA	PREDICTED: uncharacterized protein LOC107357581	873	10	8.34E-124	76.28								
[BLASTED]	Ahyacinthus02342-RA	zinc finger protein 862-like	1989	10	0	69.36								
[BLASTED]	Ahyacinthus02346-RA	RING finger and CHY zinc finger domain-containing protein 1	888	10	1.19E-175	72.55								
[BLASTED]	Ahyacinthus02347-RA	RING finger and CHY zinc finger domain-containing protein 1	249	10	1.05E-41	74.53								
[BLASTED]	Ahyacinthus02344-RA	LINE-1 reverse transcriptase-like	864	10	0	73.83								
[BLASTED]	Ahyacinthus02343-RA	predicted protein	570	10	2.22E-127	68.21								
[BLASTED]	Ahyacinthus02349-RA	uncharacterized protein LOC114952784 isoform X3	477	10	2.24E-99	78.65								
[BLASTED]	Ahyacinthus02345-RA	PREDICTED: uncharacterized protein LOC107332617	423	10	4.79E-65	76.46								
[BLASTED]	Ahyacinthus02348-RA	uncharacterized protein LOC114951057	327	5	5.11E-57	82.32								
[BLASTED]	Ahyacinthus02350-RA	uncharacterized protein LOC114952759	2754	10	0	76.78								
[BLASTED]	Ahyacinthus02351-RA	uncharacterized protein LOC114952759	342	10	9.90E-28	79.75								
[BLASTED]	Ahyacinthus02358-RA	"A-kinase anchor protein 10, mitochondrial-like"	1924	10	0	74.16								
[BLASTED]	Ahyacinthus02359-RA	Metal-response element-binding transcription factor 2	3141	10	0	78.1								
[BLASTED]	Ahyacinthus02360-RA	uncharacterized protein LOC114952686 isoform X2	4011	10	0	85.17								
[BLASTED]	Ahyacinthus02352-RA	telomerase-binding protein EST1A-like	3635	10	0	65.75								
[BLASTED]	Ahyacinthus02353-RA	ribosomal protein S6 kinase alpha-5-like	972	10	0	58.56								
[BLASTED]	Ahyacinthus02354-RA	ribosomal protein S6 kinase alpha-5-like	309	2	6.22E-20	95.27								
[BLASTED]	Ahyacinthus02355-RA	ribosomal protein S6 kinase alpha-5-like	805	2	5.75E-140	90.73								
[BLASTED]	Ahyacinthus02356-RA	PREDICTED: uncharacterized protein LOC107332875 isoform X3	630	5	3.06E-106	74.49								
[BLASTED]	Ahyacinthus02357-RA	transmembrane protein 211-like	466	9	4.07E-78	56.49								
[BLASTED]	Ahyacinthus02361-RA	PREDICTED: uncharacterized protein LOC107332878	387	7	1.56E-81	76.91								
[BLASTED]	Ahyacinthus02362-RA	E3 ubiquitin-protein ligase TRIM37-like isoform X1	2541	10	0	77.75								
[BLASTED]	Ahyacinthus02363-RA	collagen triple helix repeat-containing protein 1-like	1506	10	2.56E-45	94.35								
[BLASTED]	Ahyacinthus02364-RA	collagen triple helix repeat-containing protein 1-like	797	10	2.43E-38	93.78								
[BLASTED]	Ahyacinthus02366-RA	collagen triple helix repeat-containing protein 1-like	323	3	4.99E-06	84.61								
[BLASTED]	Ahyacinthus02370-RA	zinc finger HIT domain-containing protein 2-like	621	10	1.68E-112	70.27								
[BLASTED]	Ahyacinthus02372-RA	leucine-rich repeat and WD repeat-containing protein 1-like	2079	10	0	81.28								
[BLASTED]	Ahyacinthus02375-RA	dimethylaniline monooxygenase [N-oxide-forming] 5-like	1605	10	0	85.42								
[BLASTED]	Ahyacinthus02367-RA	deoxynucleotidyltransferase terminal-interacting protein 1-like	833	10	8.96E-136	86.47								
[BLASTED]	Ahyacinthus02368-RA	deoxynucleotidyltransferase terminal-interacting protein 1-like isoform X1	543	10	2.65E-122	90.31								
[BLASTED]	Ahyacinthus02369-RA	DNA oxidative demethylase ALKBH2-like	546	10	9.52E-128	82.81								
[BLASTED]	Ahyacinthus02371-RA	alpha-ketoglutarate-dependent dioxygenase alkB homolog 4-like	882	10	0	79.56								
[BLASTED]	Ahyacinthus02373-RA	glyoxalase domain-containing protein 4-like	1340	10	0	86.93								
[BLASTED]	Ahyacinthus02374-RA	sedoheptulokinase-like	1244	10	0	72.58								
[BLASTED]	Ahyacinthus02365-RA	collagen triple helix repeat-containing protein 1-like	327	10	1.27E-43	92.66								
[BLASTED]	Ahyacinthus02376-RA	dimethylaniline monooxygenase [N-oxide-forming] 2-like	1726	10	0	78.29								
[BLASTED]	Ahyacinthus02383-RA	PREDICTED: uncharacterized protein LOC107334781	810	9	7.78E-51	67.41								
[BLASTED]	Ahyacinthus02384-RA	zinc finger SWIM domain-containing protein 7-like	264	10	7.31E-61	81.53								
[BLASTED]	Ahyacinthus02385-RA	neuronal acetylcholine receptor subunit alpha-10-like	1530	10	0	79.78								
[BLASTED]	Ahyacinthus02386-RA	glycoprotein 3-alpha-L-fucosyltransferase A-like	1326	10	0	71.52								
[BLASTED]	Ahyacinthus02377-RA	mevalonate kinase-like	537	10	5.92E-47	67.05								
[BLASTED]	Ahyacinthus02378-RA	transmembrane protein 116-like	928	10	3.09E-51	75.56								
[BLASTED]	Ahyacinthus02380-RA	armadillo repeat-containing protein 5-like	2766	10	0	71.04								
[BLASTED]	Ahyacinthus02381-RA	phosphotriesterase-related protein-like	1053	10	0	86.97								
[BLASTED]	Ahyacinthus02382-RA	hypothetical protein AC249_AIPGENE13470	1872	10	1.74E-92	68.47								
[BLASTED]	Ahyacinthus02379-RA	"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial-like"	834	10	0	82.14								
[BLASTED]	Ahyacinthus02390-RA	neuronal acetylcholine receptor subunit alpha-10-like isoform X2	1410	10	0	76.3								
[BLASTED]	Ahyacinthus02387-RA	replication factor C subunit 5-like	948	10	0	81.22								
[BLASTED]	Ahyacinthus02389-RA	neuronal acetylcholine receptor subunit alpha-10-like	1647	10	0	74.72								
[BLASTED]	Ahyacinthus02392-RA	ras-related protein Rab-34-like	693	10	4.64E-99	72.37								
[BLASTED]	Ahyacinthus02394-RA	uncharacterized skeletal organic matrix protein 1-like	669	10	5.00E-69	74.6								
[BLASTED]	Ahyacinthus02395-RA	uncharacterized skeletal organic matrix protein 1-like	1158	10	0	79.95								
[BLASTED]	Ahyacinthus02391-RA	neuronal acetylcholine receptor subunit alpha-7-like	1500	10	0	76.44								
[BLASTED]	Ahyacinthus02388-RA	predicted protein	411	1	1.27E-08	45.39								
[BLASTED]	Ahyacinthus02393-RA	uncharacterized protein LOC114976840	315	8	9.73E-75	68.7								
[BLASTED]	Ahyacinthus02398-RA	DBH-like monooxygenase protein 1 homolog	1077	10	8.60E-161	72.35								
[BLASTED]	Ahyacinthus02399-RA	DBH-like monooxygenase protein 1 homolog	1734	10	0	61.49								
[BLASTED]	Ahyacinthus02396-RA	kinase suppressor of Ras 2-like isoform X2	2496	10	0	75.76								
[BLASTED]	Ahyacinthus02397-RA	DBH-like monooxygenase protein 1 homolog	1020	10	4.77E-81	72.49								
[BLASTED]	Ahyacinthus02400-RA	DBH-like monooxygenase protein 1 homolog	1996	10	0	64.33								
[BLASTED]	Ahyacinthus02401-RA	60S ribosomal protein L23a-like	588	10	6.13E-104	91.14								
[BLASTED]	Ahyacinthus02403-RA	proline-rich protein 11-like	1128	10	5.42E-96	69.71								
[BLASTED]	Ahyacinthus02408-RA	UPF0545 protein C22orf39 homolog isoform X3	569	10	8.46E-48	95.64								
[BLASTED]	Ahyacinthus02409-RA	D-alanine--D-alanine ligase-like	724	10	5.74E-170	85.4								
[BLASTED]	Ahyacinthus02410-RA	D-alanine--D-alanine ligase-like	981	10	0	81.44								
[BLASTED]	Ahyacinthus02402-RA	tropomyosin-like	369	10	7.75E-80	75.86								
[BLASTED]	Ahyacinthus02405-RA	inactive peptidyl-prolyl cis-trans isomerase FKBP6-like	333	10	5.63E-67	64.87								
[BLASTED]	Ahyacinthus02406-RA	inactive peptidyl-prolyl cis-trans isomerase FKBP6	314	10	4.46E-55	76.63								
[BLASTED]	Ahyacinthus02407-RA	thioredoxin domain-containing protein 17-like	1378	10	4.06E-69	52.48								
[BLASTED]	Ahyacinthus02404-RA	inactive peptidyl-prolyl cis-trans isomerase FKBP6-like	228	2	5.36E-18	76.9								
[BLASTED]	Ahyacinthus02413-RA	D-alanine--D-alanine ligase-like	876	10	0	82								
[BLASTED]	Ahyacinthus02415-RA	U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase-like isoform X1	837	10	1.32E-173	67.35								
[BLASTED]	Ahyacinthus02418-RA	spindle and kinetochore-associated protein 2-like	999	10	2.51E-179	78.99								
[BLASTED]	Ahyacinthus02414-RA	uncharacterized protein LOC114961310	1269	2	1.38E-164	60.84								
[BLASTED]	Ahyacinthus02416-RA	uncharacterized protein LOC113685661 isoform X2	442	10	4.42E-18	60.65								
[BLASTED]	Ahyacinthus02419-RA	"putative transferase CAF17 homolog, mitochondrial"	470	9	2.07E-79	68.23								
[BLASTED]	Ahyacinthus02411-RA	D-alanine--D-alanine ligase-like	948	10	0	76.52								
[BLASTED]	Ahyacinthus02417-RA	uncharacterized protein LOC114965555 isoform X1	480	3	1.26E-98	85.24								
[BLASTED]	Ahyacinthus02412-RA	UPF0545 protein C22orf39 homolog isoform X3	214	10	1.94E-46	94.85								
[BLASTED]	Ahyacinthus02420-RA	"nitric oxide synthase, brain-like"	2895	10	0	64.25								
[BLASTED]	Ahyacinthus02421-RA	putative tyrosinase-like protein tyr-3 isoform X2	441	10	8.98E-88	60.47								
[BLASTED]	Ahyacinthus02423-RA	type-2 angiotensin II receptor-like	1965	10	0	93.29								
[BLASTED]	Ahyacinthus02422-RA	type-2 angiotensin II receptor-like	357	10	1.84E-56	94.04								
[BLASTED]	Ahyacinthus02424-RA	ATP-binding cassette sub-family C member 4-like	3675	10	0	88.78								
[BLASTED]	Ahyacinthus02425-RA	ATP-binding cassette sub-family C member 4-like	3330	10	0	93.11								
[BLASTED]	Ahyacinthus02426-RA	ATP-binding cassette sub-family C member 4-like	3398	10	0	92.63								
[BLASTED]	Ahyacinthus02428-RA	ATP-binding cassette sub-family C member 4-like	3333	10	0	92.8								
[BLASTED]	Ahyacinthus02429-RA	ATP-binding cassette sub-family C member 4-like	3396	10	0	88.92								
[BLASTED]	Ahyacinthus02427-RA	DNA repair protein RAD51 homolog 4-like isoform X1	402	10	1.54E-42	83.32								
[BLASTED]	Ahyacinthus02430-RA	ATP-binding cassette sub-family C member 4-like	3939	10	0	83.46								
[BLASTED]	Ahyacinthus02431-RA	ATP-binding cassette sub-family C member 4-like	2481	10	0	89.68								
[BLASTED]	Ahyacinthus02433-RA	pyruvate dehydrogenase protein X component-like	1552	10	0	76.47								
[BLASTED]	Ahyacinthus02435-RA	RILP-like protein 1	279	10	5.51E-40	93.79								
[BLASTED]	Ahyacinthus02436-RA	RILP-like protein 1	1160	10	0	56.8								
[BLASTED]	Ahyacinthus02438-RA	golgin subfamily B member 1-like	5664	10	0	75.74								
[BLASTED]	Ahyacinthus02432-RA	DNA repair protein RAD51 homolog 4-like isoform X1	1073	10	0	82.26								
[BLASTED]	Ahyacinthus02434-RA	mediator of RNA polymerase II transcription subunit 16-like	2544	10	0	70.05								
[BLASTED]	Ahyacinthus02439-RA	SH3 domain-containing protein Dlish-like	534	10	3.02E-115	82.93								
[BLASTED]	Ahyacinthus02437-RA	golgin subfamily B member 1-like	4953	10	0	77.39								
[BLASTED]	Ahyacinthus02445-RA	Polyprotein P3	232	8	9.91E-37	83.14								
[BLASTED]	Ahyacinthus02446-RA	mediator of RNA polymerase II transcription subunit 19-like	576	10	7.47E-76	69.47								
[BLASTED]	Ahyacinthus02441-RA	peripheral-type benzodiazepine receptor-associated protein 1-like	6439	10	0	75.14								
[BLASTED]	Ahyacinthus02442-RA	polymerase delta-interacting protein 2-like	1106	10	5.73E-175	71.98								
[BLASTED]	Ahyacinthus02443-RA	septin-2-like isoform X1	520	10	5.27E-49	74.73								
[BLASTED]	Ahyacinthus02444-RA	septin-2-like isoform X1	622	10	2.34E-98	83.45								
[BLASTED]	Ahyacinthus02440-RA	protein-glucosylgalactosylhydroxylysine glucosidase-like	2076	10	0	78.3								
[BLASTED]	Ahyacinthus02447-RA	E3 ubiquitin-protein ligase TRIM37-like isoform X2	458	9	3.48E-13	71.76								
[BLASTED]	Ahyacinthus02448-RA	"KH domain-containing, RNA-binding, signal transduction-associated protein 3-like"	1011	10	1.55E-169	66.47								
[BLASTED]	Ahyacinthus02450-RA	serotransferrin-like isoform X1	983	10	0	70.56								
[BLASTED]	Ahyacinthus02451-RA	serotransferrin-like isoform X1	1145	10	1.01E-178	71.04								
[BLASTED]	Ahyacinthus02449-RA	orexin receptor type 2-like	354	10	3.77E-77	74.27								
[BLASTED]	Ahyacinthus02452-RA	Endoribonuclease Dcr-1	348	10	2.29E-24	54.1								
[BLASTED]	Ahyacinthus02455-RA	RecName: Full=Cephalotoxin-like protein; Flags: Precursor	1371	10	0	91.07								
[BLASTED]	Ahyacinthus02457-RA	RecName: Full=Cephalotoxin-like protein; Flags: Precursor	1071	10	0	92.29								
[BLASTED]	Ahyacinthus02453-RA	melanotransferrin-like isoform X2	1143	10	0	77.35								
[BLASTED]	Ahyacinthus02454-RA	sodium/calcium exchanger NCL2-like isoform X2	1464	10	0	80.25								
[BLASTED]	Ahyacinthus02456-RA	TNF receptor-associated factor 3-like isoform X1	1212	10	4.97E-177	57.95								
[BLASTED]	Ahyacinthus02458-RA	TNF receptor-associated factor 3-like	289	10	4.46E-12	86.01								
[BLASTED]	Ahyacinthus02462-RA	trithorax group protein osa-like	1863	10	0	77.34								
[BLASTED]	Ahyacinthus02459-RA	coiled-coil and C2 domain-containing protein 1-like	562	10	1.03E-103	68.61								
[BLASTED]	Ahyacinthus02460-RA	coiled-coil and C2 domain-containing protein 1-like	288	10	2.13E-54	68.09								
[BLASTED]	Ahyacinthus02461-RA	coiled-coil and C2 domain-containing protein 1-like	1488	10	1.36E-150	60.44								
[BLASTED]	Ahyacinthus02463-RA	uncharacterized protein LOC114966127 isoform X1	2655	8	0	65.13								
[BLASTED]	Ahyacinthus02465-RA	uncharacterized protein LOC114966127 isoform X1	2439	8	0	64.04								
[BLASTED]	Ahyacinthus02464-RA	digestive cysteine proteinase 2-like	1866	10	0	75.16								
[BLASTED]	Ahyacinthus02469-RA	calcium and integrin-binding family member 2-like	1484	10	1.93E-120	95.59								
[BLASTED]	Ahyacinthus02473-RA	meiotic recombination protein SPO11-like	1104	10	1.76E-166	65.59								
[BLASTED]	Ahyacinthus02476-RA	oxidative stress-responsive serine-rich protein 1-like	695	10	3.20E-141	59.71								
[BLASTED]	Ahyacinthus02477-RA	transmembrane protein 65-like	652	10	3.02E-119	72.98								
[BLASTED]	Ahyacinthus02478-RA	counting factor associated protein D-like	1661	10	0	63.54								
[BLASTED]	Ahyacinthus02466-RA	digestive cysteine proteinase 2-like	1724	10	0	81.2								
[BLASTED]	Ahyacinthus02468-RA	coiled-coil domain-containing protein 178-like	2181	10	0	75.53								
[BLASTED]	Ahyacinthus02470-RA	cationic amino acid transporter 4-like	1131	10	2.30E-160	79.38								
[BLASTED]	Ahyacinthus02471-RA	BSD domain-containing protein 1-like	1852	10	0	85.85								
[BLASTED]	Ahyacinthus02472-RA	cysteine proteinase 2-like	2118	10	0	82.25								
[BLASTED]	Ahyacinthus02474-RA	vacuolar protein sorting-associated protein 28 homolog	1022	10	5.32E-161	94.73								
[BLASTED]	Ahyacinthus02475-RA	UPF0573 protein C2orf70 homolog A-like	834	10	3.07E-146	80.95								
[BLASTED]	Ahyacinthus02467-RA	coiled-coil domain-containing protein 178-like	246	9	9.89E-15	59.17								
[BLASTED]	Ahyacinthus02487-RA	transient receptor potential cation channel subfamily A member 1-like isoform X2	3156	10	0	68.73								
[BLASTED]	Ahyacinthus02480-RA	cathepsin K-like isoform X2	507	10	3.00E-120	92.22								
[BLASTED]	Ahyacinthus02481-RA	counting factor associated protein D-like	711	10	3.59E-173	85.31								
[BLASTED]	Ahyacinthus02485-RA	gastric triacylglycerol lipase-like	1452	10	0	82.46								
[BLASTED]	Ahyacinthus02486-RA	gastric triacylglycerol lipase-like	1098	10	0	71.22								
[BLASTED]	Ahyacinthus02479-RA	counting factor associated protein D-like	1473	10	0	77.32								
[BLASTED]	Ahyacinthus02484-RA	gastric triacylglycerol lipase-like	1074	10	0	80.86								
[BLASTED]	Ahyacinthus02483-RA	gastric triacylglycerol lipase-like	666	10	1.23E-148	86.22								
[BLASTED]	Ahyacinthus02482-RA	gastric triacylglycerol lipase-like	468	10	1.70E-108	75.12								
[BLASTED]	Ahyacinthus02488-RA	cytosolic carboxypeptidase 6-like	1425	10	0	91.09								
[BLASTED]	Ahyacinthus02489-RA	kelch-like protein 17	1470	10	0	83.76								
[BLASTED]	Ahyacinthus02490-RA	kelch-like protein 17	1473	10	0	84.46								
[BLASTED]	Ahyacinthus02491-RA	kelch-like protein 17	1437	10	0	85.58								
[BLASTED]	Ahyacinthus02492-RA	"probable 3',5'-cyclic phosphodiesterase pde-5"	1431	10	0	71.83								
[BLASTED]	Ahyacinthus02493-RA	"probable 3',5'-cyclic phosphodiesterase pde-5"	1119	10	0	77.9								
